review,rating,date
sangat memudahkan saya untuk bertransaksi tanpa harus keluar rumah,5,2026-03-14 10:37:56
"aplikasi macam apa bisa²nya sana narik beberapa kalai saldonya berkurang tp uang ga keluar, mals sanya ngurus hal² receh kek gini teeus",1,2026-03-14 10:22:08
"lancar,bagus ,dan cepat",5,2026-03-14 09:41:46
sayang nya masih ada pulsa untuk dpt kode otp tarik tunai melalui mobile Banking,5,2026-03-14 09:22:15
aktivasi atau pindah akun gak bisa pakai IKD (Identitas Kependudukan Digital) harus pakai KTP manual,1,2026-03-14 09:19:58
Excellen aplikasi..,5,2026-03-14 09:19:29
"setelah pake wonder bukannya memudahkan malah bikin ribet transaksi qris dan trasfer selalu gagal saldo kepotong 1 minggu saldo belum balik lagi , nelpon call centernya petugas sedang sibuk hari sabtu pun call center gk bisa dihubungi",1,2026-03-14 08:41:32
sangat membantu. Terimakasih wondr by BNI,5,2026-03-14 08:28:03
sering kali error tolong diperbaiki lagi aplikasi ini,5,2026-03-14 08:25:06
sangat bembantu,5,2026-03-14 08:15:09
wonder keren,5,2026-03-14 07:34:54
mantab betul,5,2026-03-14 07:27:29
jngn lagi pakek bank ini GK ada mslh akun q di blokir,1,2026-03-14 07:24:35
"aku masih pakai BNI mobile yang lama aku tf 300rb eror 2 kali malah rekening ku terkuras 600rb, ini gimana yah?",1,2026-03-14 07:05:35
keren mudah cepat,4,2026-03-14 06:58:49
"mobile tunai,tarik.saldo kepotong uang tidak keluar. transfer,transaksi gagal.dalfo terpotong. selalu berulang masalah dari dulu. tidak recomend untuk di gunakan",3,2026-03-14 06:47:51
"transfer gagal saldo terpotong di situasi genting, hadehhh",1,2026-03-14 06:42:39
"makin hari makin menjengkelkan Wondr ini,. -TF sukses(via Wondr) si penerima blm terima(menunggu berjam-jam baru masuk) -TF gagal (via Wondr) tapi saldo berkurang ( konfirm pusat g ada transaksi d jam dan hari tsb, dari cabang yg terbitkan rek koran ada transaksi) -Ada perbaikan TDK ni system, pelanggan bisa kabur ke Bank lain Boss klu sperti ini,.",1,2026-03-14 06:29:10
"terimakasih, mudah untuk melakukan transaksi dimanapun saja. 🙏",5,2026-03-14 06:26:59
"saya setor tunai 2 kali pada hari yang sama transaksi pertama berhasil masuk kesaldo tapi yang kedua belum masuk,padahal dislip kertas sudah tercatat uang masuk",1,2026-03-14 06:26:43
CEPAT BAGUS,5,2026-03-14 06:23:08
aneh padahal gak punya kartu kredit suruh masukin kartu kredit yg akhir nya gak masuk lagi ....,1,2026-03-14 06:20:56
"saya Regis GK bisa"" muter trus pdhal udah di tunggu seharian masih muter"" aja sampe 2 hari",1,2026-03-14 05:40:49
sudah transaksi tidak keluar bukti transaksinya. padahal sudah 30 menit lebih. tapi saldo berkurang. sudah whatsapp BNI tapi lama sekali responnya,2,2026-03-14 05:37:52
transaksi jadi siple dan aman,5,2026-03-14 05:35:42
kadang error dan gak bisa masuk,4,2026-03-14 05:34:26
"sangat membatu ok,sip dah pokoknya",5,2026-03-14 05:30:58
"customer service buruk, transaksi gagal saldo berkurang dan melapor kan respon lama, yang balas chat hanya AI",1,2026-03-14 05:18:25
sangat bgus,5,2026-03-14 05:16:10
bnyak eror,5,2026-03-14 05:16:06
mntul,5,2026-03-14 05:14:08
"GILA , APK GA BSA DI BUKA , HARUS DI DELETE TRUS DOWNLOAD ULANG BARU BISA DI PAKE !! MAKSD NYA APA CBA",5,2026-03-14 04:44:08
jaringan bagus pun masih ttep sama masuk loadingnya lama kali,1,2026-03-14 04:39:31
mantappp....sukses slalu wondry by BNI....,5,2026-03-14 03:57:24
keren dan mudah,5,2026-03-14 03:43:07
bagus tidak eror,5,2026-03-14 03:28:26
Alhamdulillah baik sukses selalu BNI tapi sayang kenapa GK bisa pake kartu atm-nya padahal pin nya bener🤔,5,2026-03-14 03:22:47
saya tranffer dari gopay ke wondr tapi saldo tetep 0,1,2026-03-14 03:18:10
"apk jlek, mau krm uang sllu gagal dan endingnya uang di ptong😡😡 tolongggg knpa sllu gagal transaksi, ampunnn dh",1,2026-03-14 03:08:32
"parah banget wonder eror mulu, transaksi sering limit, tolong dong di perbaiki",1,2026-03-14 03:07:33
pas buat rekeningnya error terus,1,2026-03-14 02:49:29
pelayanan Bagus,3,2026-03-14 02:45:06
bsik,4,2026-03-14 02:29:48
Makin kocak gak bisa ketik pin sendiri,1,2026-03-14 02:27:32
setelah di upgrade jadi lebih lancar,5,2026-03-14 01:59:43
"Aplikasi tidak selengkap do BNI Mobile banking , selain itu pas transaksi sering pending",1,2026-03-14 01:50:28
bagis,4,2026-03-14 01:17:27
saldo tidak masuk masuk padahal sudah di transfer dari bank lain seperti BRI,4,2026-03-14 01:14:43
luar biasa terbaik,5,2026-03-14 01:11:50
"mudah, cepat dan akurat",5,2026-03-14 01:08:32
trimakasih BNI aplikasi ini sangat membantu sekali,5,2026-03-14 00:30:58
Apa hanya saya yg merasa bahwa wondr BNI makin lama makin lambat login... dan semua keluhan di sini hanya dijawab oleh robot mesin tanpa ada perbaikan dan peningkatan kinerja aplikasi😡,1,2026-03-14 00:08:40
aplikasi lgi gangguan kah ini?punya saya di buka sllu tidak bisa,5,2026-03-13 23:56:31
aku puas dengan Wondr by BNI,5,2026-03-13 23:42:29
aplikasi yang sangat membantu Dan bermanfaat,5,2026-03-13 21:51:29
senang bertransaksi dgn wonder jd lebih mudah🥰😇,5,2026-03-13 21:36:25
payah bni payah.. m banking selalu susah di buka👎,1,2026-03-13 20:53:25
saya suka kalau tidak ribet,5,2026-03-13 19:16:13
uang saya 60rb masuk di deposito dan tidak bisa di cairkan..dan sekarang malah uang saya lenyap.. sangat mengecewakan..😡😡😡,1,2026-03-13 19:15:39
woyyyyyyyhy gmna si wonder transaksi batal trus gmna inh,5,2026-03-13 18:32:54
"semenjak pindah aplikasi, paling sering error, ngebug , makin kesini makin ribet transaksi aja enakan aplikasi sebelumnya dasar ya, gw tiap transaksi pake apk ini kyak di persulit, sumpah nyakitin",1,2026-03-13 18:16:51
Flexible pisan uyyy,5,2026-03-13 18:01:18
apk tolol sering ganguan,1,2026-03-13 17:56:14
"min kenapa wondr akhir""ini saya transaksi pake qris selalu gagal, pasti minimal 5x ngulang scan tolong di update terus dong apk nya",3,2026-03-13 17:44:30
aok nya bagus cuman gampang gangguan pembayaran QRIS mohon di perbaiki,3,2026-03-13 17:30:38
transaksi agak malam selalu gagal bahkan mengunakan fitur layanan berbayar 6500 pertransaksi,1,2026-03-13 17:24:00
sering terjadi kendala sistem,1,2026-03-13 17:19:02
knp saldo di rekening saya ilang ya padahal masih ad 700k malah sisa 61 gajelas,3,2026-03-13 17:14:05
"setiap ganti hari malah ada kendala terus padahal wifi data sinyal kenceng ,makin kesini makin ambruk",1,2026-03-13 17:05:29
keseringan gangguan aplikasi ni mau narik uang di waktu perlu pasti ada aja kendala ya,1,2026-03-13 17:04:44
login tampilan awal lama sekali. uninstal juga tidak berpengaruh sama sekali,1,2026-03-13 16:44:06
sering kendala terus untuk tf atau to up sebelumnya sy tf ke bca gagal tp saldo sy sudah berkurang dan itu harus buat laporan dulu ke bank sekang saya top up ke dana sama juga gagal tp saldo saya sudah berkurang dan terkadang kl mau qris tiba² kendala jga tolong diperbaiki lagi ya saya muak masa mau gini aja sih bni loh masa kaya bank abal²,2,2026-03-13 16:42:42
sering eror jirrr niat bikin ga sih,2,2026-03-13 16:38:41
"Bener"" yah ini BNi wonder , Saldo gak kekirim Malah kepotong saldonya. astaga . apa sih ini kalao man maslaah sinyal tolong jangan kepotong saldo . KALAU GAGAL MENGIRIM SALDO JANGAN KEPOTONG NANTI 3 HARI DI BALIKAN LAGI KERJAAN COK. ASTAGA .",2,2026-03-13 16:35:33
"sering gangguan, padahal waktu untuk konsumen itu mahal.",1,2026-03-13 16:33:46
Terbaik BniTapCash and go Wondr the best,5,2026-03-13 16:20:22
keren nice,5,2026-03-13 15:42:45
sangat praktis dan memuaskan,5,2026-03-13 15:37:19
alus,4,2026-03-13 15:36:43
wonder parah sumpah jangan mau pake.. orang mendesak beli pulsa pake qris saldo kepotong tapi transaksi gagal.. yg lebih parah keterangan saldo udah dikembalikan namun tidak ada..parah sumpah,1,2026-03-13 15:34:44
akses cepat,5,2026-03-13 15:06:57
"mantab, joss siip",5,2026-03-13 14:52:38
"sering banget errornya, Sampek saldo yang harusnya nambah gak nambah-nambah gegara error. padahal bank besar tapi kok pelayanan servisnya juga jelek lama banget balesnya Sampek sekarang belum dibales. yang mengalami hal seperti ini bukan cuman aku ternyata masih banyak lagi yang lain. niat gak si jadi bank. error muluk+pelayanan lama. pliss jadi pengen pindah BCA",1,2026-03-13 14:52:08
heran sy kenapa sering gagal transfer antar bank alasan limit terbatas padahal transfer cm 100 -200rb tolong di perbaiki lg,1,2026-03-13 14:47:18
layanan mantap bah...,5,2026-03-13 14:29:07
bagus untuk transaksi,5,2026-03-13 14:21:23
bayar kredit,5,2026-03-13 14:19:01
apkikasi wondr by BNI ini tidak dapat dibuka di hp androit sy mohon bntuannya,5,2026-03-13 14:13:37
sangat2 membantu 🙏,4,2026-03-13 13:56:25
Aplikasi ini Bagus dan Mudah Dimengerti,5,2026-03-13 13:55:22
sangat membantu sekali dalam bertransaksi.... makasih wonder,5,2026-03-13 13:48:59
kenapa wonder sekrng gak bisa dibuka..padahal jaringan oke ...apa ada gangguan kah,4,2026-03-13 13:30:08
qris tidak berhasil muluuuu,1,2026-03-13 13:15:16
"sekarang setiap transaksi pake qris selalu gagal terus, padahal dulu lancar lancar aja, sekarang kok gini",1,2026-03-13 12:49:32
agak ribet masuk kode dia kali suka terblokir,5,2026-03-13 12:48:45
"terima kasih,, sangat membantu,☺️",5,2026-03-13 12:45:04
"bagus , tapi pas buka aplikasi a harus 2 sampai 3 kali baru ke buka",5,2026-03-13 12:13:42
"setelah update malah lelet, lama bet loginnya mungkin faktor hp saya yang udah jadul tau gitu kemaren gak usah diupdate 😭",5,2026-03-13 11:37:16
semoga kedepannya BNI wonder lebih baik lagi,5,2026-03-13 11:24:34
mantap dan baik,5,2026-03-13 11:12:24
"kok kadang gk ada notifikasi masuk padahal ada tambahan saldo, terus buat e statment transaksinya jg gk muncul? jdi bingung itu uang apa yg masuk please di baca",5,2026-03-13 11:08:14
"Bank ter dzolim yg pernah gua pake. seumur² gua make Bank gapernah se nyesel ini. transaksi gagal, duit ga dibalikin. di datengin ke Bank nya langsung, malah suruh nelpon cs ampe berjam² di telponin tu CS kaga di angkat² di WA/email di baca doang pait.",1,2026-03-13 10:59:52
sanga bagus,5,2026-03-13 10:56:19
"saya puas dengan pelayanan nya,,tingkat kan lgi keamanan nya",5,2026-03-13 10:30:19
sangat cocok digunakan untuk melakukan pembelian,5,2026-03-13 10:13:50
"Mau cek saldo tap cash tidak tersedia diaplikasi CEK SALDO nya, cm ada pilihan TOP UP doank, gmn ini cara cek klo begini? kirain simpel tau nya jg install app disuruh buka rek dlu, udh buka malah gak bs cek saldo TAP CASH nya, ribet yg ada gini, nanti aku ganti bintang klo udh dpt solusi",2,2026-03-13 10:05:30
lebih cepat dan gampang,5,2026-03-13 09:58:41
"Sistem sangat buruk, narik gangguan, tf berhasil tapi uangnya ga masuk. call center ga ada yang angkat. wa ga dibales ampun sangat² buruk!",1,2026-03-13 09:55:25
bagus aplikasinya lancar,5,2026-03-13 09:51:15
uang masuk tidak ada dalam data transaksi,1,2026-03-13 09:49:01
bagus pngrmn cpt,5,2026-03-13 09:19:58
mudah di gunakan,5,2026-03-13 08:59:19
cepat dan jelas. saya suka wonder by BNI,1,2026-03-13 08:48:42
"BNI terbaik,sederhana,gampang,simpel dan Nyaman dalam segala sistem 🫰",5,2026-03-13 08:45:20
udah bagus. untuk kedepannya semoga tambah bagus lagi,5,2026-03-13 08:43:47
"aplikasi aneh. 1 kantor cuma wonder ku yang nggk bisa. jaringan sama . aplikasi sudah terbaru. hp ku lebih terbaru, tpi punya saya nggk bisa di buka dengan keterangan ""ada kendala di sistem kami"". mau pakai bni bangking udah lupa pasword transaksi alhasil kena blokir. akhirnya nggk bisa transaksi pakai bni, kenapa di saat genting malah bermasalah ni aplikasi",1,2026-03-13 08:42:14
cepat dan canggih sistemnya BNI.,5,2026-03-13 07:52:42
aplikasinya ribet,1,2026-03-13 07:47:21
pelayanannya sangat bagus,5,2026-03-13 07:42:24
terlalu banyak potongannya sudah jelas disitu saldo saya tinggl 20 ribu knpa bisa habis,1,2026-03-13 07:36:57
"APK M-BANGKING PALING KONYOLLL, saldo top.up qris gagal tapi duit gak balik!!!! ngecewain banget konyolllll",1,2026-03-13 07:25:55
"kemarin beli pulsa di wondr, transaksinya gagal tapi saldonya mengurang sedangkan pulsanya tidak masuk, tidak ada pengembalian dana",1,2026-03-13 07:18:02
kocak aplikasi gabisa cardles dan gabisa simpen no rekening lain,1,2026-03-13 06:53:43
ini knp ya. kak biasanya apk gak kyk gini nanti ini saya pake apknya eror. gak bisa di buka mohon bantuannya ya,5,2026-03-13 06:51:14
"Saya hari ini stor tunai melalui mesin atm sebesar 100rb dg pecahan 50rb an 2, yg msk ke mesin 50rb sj ttpi statusnya tertahan&50rb lainnya kembali. Petugas satpam setmpt menyarankan pelaporan melalui telp yg awalnya saya ingin lapor lgsg ke banknya biar cpt beres tnp memakan pulsa bnyk dan ya akhirnya saya ikuti saran dr satpam untuk telp call center bbrp kali sampai saya hbs pulsa bnyk tp ditolak dg alasan sdg sibuk. Wlpn nominal saya kecil tp setidaknya jgn ruwet gini, ok",2,2026-03-13 06:45:07
ok sihh,5,2026-03-13 06:35:56
the bas,5,2026-03-13 06:24:17
hari ini wondr kenapa nggak bisa diakses ya min?,3,2026-03-13 06:16:53
"mantap, semoga amanah",4,2026-03-13 05:50:53
murah dan gampang di gunakan,4,2026-03-13 05:32:03
"aplikasi wondr saya keblokir,saya coba hapus lalu saya download lagi dan coba login lagi tetep nggk bisa, saya coba datang ke bank katanya masih nunggu balasan dari pusat saya tunggu sampai seminggu nggk ada tanggapan sama sekali dari pusatnya, ini gimana solusinya min🙏",4,2026-03-13 05:17:12
sangat membantu dan mempermudah dalam pembayaran apapun itu,5,2026-03-13 05:08:30
tidak bisa buka aplikasi wondr kenapa ya,2,2026-03-13 04:55:45
APLKASI RUWET MAU GANTI SANDI HARUS FERIFIKASIH WAJAH TAPI SUSAH 2 HARI GAK BISA DI PAKEK GAK KAYAK YG SEBELAH AMAN AMAN AJA,1,2026-03-13 04:46:06
sangat bagus untuk transaksi cepat,3,2026-03-13 04:32:46
ok ok lah untuk saat ini,5,2026-03-13 04:21:47
"Cepat,akurat dan simple",5,2026-03-13 04:21:08
pelayana sangat baik,5,2026-03-13 03:50:40
Pelayanan terbaik,5,2026-03-13 03:42:51
kenapa tiba2 akun sya ke blok.,1,2026-03-13 03:01:15
tarik tunai ribet pake pulsa gak kaya BCA gampang,1,2026-03-13 03:00:51
"bukannya mempermudah mahal mempersulit, pembayaran debit gagal namun saldo kepotong",3,2026-03-13 02:14:51
kenapa saya tidak bisa daftar wonder by bni,5,2026-03-13 01:39:30
transaksi gagal saldo tetap terpotong. pelayanan lama. nunggu 20 hari kerja. dulu 7 hari kerja. makin lama sistem makin bobrok. sekelas bank himbara seperti ini? mau sampai kapan kritikan tidak jadi bahan evaluasi. kecewa,1,2026-03-13 01:29:02
kacau bni,1,2026-03-13 01:07:46
gmn cara bunyiin notif y kok saya tdk bisa2,4,2026-03-13 00:55:39
"simpel,murah,cepat",5,2026-03-13 00:43:52
"sekarang kok malah gak bisa dibuka, gagal terus gimana nih gak bisa buat transaksi padahal sangat nembutuhkah, kemaren"" masih lancar kenapa sekarang kok malah gagal terus",2,2026-03-12 23:01:41
TF ke BNI dr pengirim berhasil tapi tidak nyampe ke rekening BNI nya . parah,1,2026-03-12 22:51:38
BagusMbatu Terima kasih,5,2026-03-12 21:25:49
bagus fiturnya banyak,5,2026-03-12 21:19:03
Simple dan mudah bertransaksi apa pun,5,2026-03-12 21:06:28
kemarin saya ambil uang tapi uangnya nggak keluar tapi saldo saya berkurang itu gimana? saya chat call center nggak ada jawaban,1,2026-03-12 21:00:49
"tolong perbaiki ketika akan memberikan kode otp, di wonder tertera nomor telah dikirim otp WA/SMS . nyatanya sampai waktunya di wonderhabis tdk dikirim kirim juga, jadi sulit untuk mengaitkan ke e wallet. mending yg dulu BNI MOBILE BANKING",2,2026-03-12 20:41:17
"SAYA ISI PULSA, TRANSAKSI GAGAL TAPI SALDO BERKURANG , UDAH SATU HARIAN NUNGGU, PULSA GAK MASUK, SALDO GAK BALIK, PERBAIKIN DONG, UDAH GAK NYAMAN INI",1,2026-03-12 19:55:58
sangat enak,5,2026-03-12 18:34:01
"setor tunai tanpa kartu belum mendukung , gmnaa solusi nya selain lapor ke teller untuk buat kartu ATM yg baru.",1,2026-03-12 18:28:25
suka lag pas pas transaksi atau banyak kendala perbaikan kata aplikasinya mohon bantuannya untuk di perbaiki,1,2026-03-12 17:54:36
"kacau sekali, tiap jam 12 malam sampe jam 2 pasti gangguan jaringan, mending berahli ke bank lain, kalau gini terus BNI",1,2026-03-12 17:49:10
"pembayaran lewat QR selalu gabisa, padahal sinyal bagus & saldo masih cukup untuk bertransaksi",1,2026-03-12 17:46:24
sering gangguan skimtem sedang perbaikan lah tarik pakek moble tunai saldo kepotong uang gak keluar,1,2026-03-12 17:42:06
"perbaiki apk nya biar nasabah nya lancar bertransaksi. apa bentar"" ada kendala.",1,2026-03-12 17:41:49
terlalu banyak perbaikan sistem kerja terlalu lemot,1,2026-03-12 17:36:57
apk ga jelas jaringan bagus tapi katanya ada kendala bego buat repot aja abis tuh pas apus baru mau login harus Butuh no kartu padahal lagi hilang gajelas BNI blacklist aja ni apk ngerepotin doang,1,2026-03-12 17:33:37
"kalo jam 12 malam suka gabisa bayar, kocak",1,2026-03-12 17:32:54
"KLO malam pasti eror"" mau TF tidak bisa tolong di perbaiki min itu aplikasinya kurang puas KLO pas ada kebutuhan sistem tf pasti ada ganguan klp tidak eror bikin susah",5,2026-03-12 17:32:36
keren bet,5,2026-03-12 17:30:35
"Sebenarnya sistem aplikasi ini udah bagus, tapi kenapa setiap mau transfer dia atas jam 10 malam transaksi sering gagal.",4,2026-03-12 17:30:35
gajelas tial hari gangguan mulu lagi kepepet cmn bisa bayar pake qris malah gangguan. BNI benerin dong udh lama tapi belum fix juga,1,2026-03-12 17:30:12
"lama banget woy gangguan nya, ga bisa transaki jadinya",2,2026-03-12 17:29:50
aplikasi lemot gangguan mulu,1,2026-03-12 17:29:35
terpercaya,5,2026-03-12 17:28:56
apk lelet masa trus perbaiki,1,2026-03-12 17:28:29
setiap tengah malam sulit transaksi,1,2026-03-12 17:28:12
Ada kendala mulu setiap login di jam 12 malem sampe jam 1 masih gitu gitu aja. tolong dong perbaiki sistem nya,2,2026-03-12 17:28:10
"tiba2 eror, perbaikan terus tulisan dan transfer gagal terus. bank sebesar ini tidak bisa melakukan perbaikan cepat. apaa itu. sangat di sayangkan sekali. tim kalian kurang baik dalam menyelesaikan masalah, kalau tidak becus kerja pecat aja semua tim buruk kalian, ini sangat menyusahkan orang saja",1,2026-03-12 17:25:52
trouble terus di jam malam,5,2026-03-12 17:25:29
knapa sih KLO di jam setengah 12 MLM slalu eror,3,2026-03-12 17:19:02
Qris sering ada kendala,2,2026-03-12 17:09:10
padahal keterangannya transaksi gagal tapi kok uangnya tetep terpotong ya terus ga balik balik lagi uangnya apk gimana ini,2,2026-03-12 17:09:09
"gak jelas, masak tiap malam perbaiki. transfer payah. nyesal pakai ini",1,2026-03-12 17:08:35
kenapa sering eror saat mentransfer,1,2026-03-12 17:04:34
"malu malu in aja. tengah malam gak bawa cash, mau bayar Qris malah eror.. maluuuuu maluuuuu",1,2026-03-12 16:59:02
saya ada transaksi menggunakan Q ris saldo saya berkurang tapi tidak masuk ke Q ris tujuan sudah 3 hari tidak ada penjelasan,1,2026-03-12 16:54:44
pelayanan buruk & sistem buruk,1,2026-03-12 16:54:31
"sering banget error, jaringan aman jngn sering gitu, kadang orang butuh pembayaran cepat, antrian pembelian pnjg malah apk sering error hufftt",1,2026-03-12 16:53:12
gak. jelas.kalau dah jam 12 malam langaung gak bisa di pakai.lapar tengah malam mau pakai wondr gak bisa.subuh baru bisa lagi,2,2026-03-12 16:52:18
mimin mau tanya dong knapa bni mobile jam 23:00 - 01 : 00 suka eror sitem,4,2026-03-12 16:50:57
nii apk lag kalii bermasalah terus ngga ada perbaikan,1,2026-03-12 16:47:33
apk sering eror,1,2026-03-12 16:45:44
"tiap malem eror dan gangguan mulu,coba di perbaiki dong sistem nya jadi susah klo lagi urgent",2,2026-03-12 16:45:36
bni lama makin lama gk beres. setiap mau transaksi selalu gagal,1,2026-03-12 16:42:37
jam 11 malem susah ttrx👍,1,2026-03-12 16:41:43
kenapa sekarang jadi sering eror.? mau login aja harus bersaing sm tulisan sendang ada kendala,5,2026-03-12 16:41:25
"banyak sistem eror mau transaksi susah , gatel banget !!!",1,2026-03-12 16:41:01
slalu lelet mau tf nya,1,2026-03-12 16:40:46
kalau dipakai malam lemott,1,2026-03-12 16:39:00
APLIKASI JALAK KUCING!!!!,1,2026-03-12 16:35:06
"eror, kendala sistem terussss, kalau bikin sistem yg bagus dikit",1,2026-03-12 16:30:41
parahnx klau uda tengah mlm tranfer ke ewalet gangguan terus,2,2026-03-12 16:29:16
"kenapa siih hampir tiap malam selalu aja ""mohon maaf ada sedikit kendala sistem""",2,2026-03-12 16:24:49
error terus,1,2026-03-12 16:22:13
ora danta gangguan mulu,1,2026-03-12 16:20:38
apa masalahnya wonder ini setiap jam 12 lewat 1 menit aja tetap gangguan ndak bisa transaksi..bukan hanya sehari setiap hari,1,2026-03-12 16:17:37
twrbaik,5,2026-03-12 15:54:51
sangat membantu sekali.mantap,5,2026-03-12 15:21:08
pemotongan denda tiap bulan terlalu banyak,4,2026-03-12 15:19:28
nice..,5,2026-03-12 15:05:59
"verifikasi muka aja susah bener, sampe disuruh tunggu besok.",1,2026-03-12 14:58:36
"Tolong sediakan layanan customer service tanpa harus menggunakan pulsa biasa, biar mempermudah nasabah buat menanyakan informasi ataupun keluhan. karena kalo kita isi pulsa biasa 50rb aja buat nelpon cs, baru sebentar udah abis.",3,2026-03-12 14:57:20
"sdh 3 hari ini aplikasi wonder nya aneh gag bisa login pake paket data Telkomsel padahal jaringan kenceng aman, hanya bisa login pake wifi saja... tolong di perbaiki, menggangu kenyamanan , sdh di uninstall terus instal ulang pun tetap sama gag bisa login pakai paket data Telkomsel",1,2026-03-12 14:40:42
memudahkan untuk bertransaksi,5,2026-03-12 14:18:30
"verifikasi lewat wajah selalu gagal, udah 3 hari saya login, tapi pada tahap face varivikasi selalu gagal, dgn catatan data tidak di temukan , saking kecewa nya saya gak mau pakai lagi aplikasi nya .",3,2026-03-12 14:00:05
"akhir akhir ini Qris kenapa ya?!! .. 2 kali gagal tapi saldo kepotong, apakah saldo yang kepotong bisa balik lagi kah?!!",3,2026-03-12 13:54:09
mudah sekali tp untuk bagian mutasi kurang detail,5,2026-03-12 13:32:31
"HP saya ke reset kemaren dan semua aplikasi hilang termasuk aplikasi wondr ini, tetapi pas saya download lagi untuk login kenapa tidak bisa terus ya, susah banget gitu, dan kenapa di tampilan pertamanya di. wondr ini tidak ada pertanyaan sudah mempunyai akun atau rekening apa blm, gimana ini min caranya susah banget deh",2,2026-03-12 13:31:21
"deg deg an aja sih, pas duitnya mepet sisa 50rb an hehe",5,2026-03-12 13:09:41
sangat baik dan mudah,5,2026-03-12 12:53:49
"aplikasinya bagus lebih lengkap dari yang lama, tapi sayang sekarang tidak ada berita acara/keterangan/catatan untuk dana masuk, sehingga tidak ketahuan yang masuk dana terkait pembayaran apa",3,2026-03-12 12:51:13
tanpa biaya admin loeh... transaksi Shopee jadi lebih ringan,5,2026-03-12 12:48:38
cs 24 jam susah benar bikin pulsa habis 50 rib,1,2026-03-12 12:46:49
bagus ssngat,5,2026-03-12 12:44:10
"aplikasinya bagus. hanya jika kita beli pulsa, itu TDK bisa. pada hal saldonya masih ada, atau apakah saldonya harus di atas 100 ribu baru bisa melakukan transaksi beli?",4,2026-03-12 12:41:57
"Payah sering nyangkut transfer, BNI Call Center nya juga Jelek , No respond bukan slowrespond tlpn ga langsung nyambung seharian ga diangkat perlu perbaikan di SDM nya !!!",1,2026-03-12 12:38:10
mntap aku suka wonder by bni,5,2026-03-12 12:37:36
baru manggunakan,3,2026-03-12 12:35:10
"cara buka rekening gimana yaa, apa harus je kantir dulu baru bisa buka rekening?",1,2026-03-12 12:14:38
lama banget loadingnya,1,2026-03-12 12:00:38
kenapa wondr saya gabisa di buka ya,2,2026-03-12 11:16:55
"Kenapa saya selalu gagal saat verifikasi wajah, berulang kali, mohon untuk memperbaikinya. saya butuh. kecewa",2,2026-03-12 10:58:43
bagus bgt ga lemot rekomen bgt dah pake wonder,5,2026-03-12 10:58:18
kasih fitur chat cs aja biar mempermudah klo lagi ada kendala,5,2026-03-12 10:55:02
bagus sekali appnya.,5,2026-03-12 10:14:15
"tolong ya,ini saya mau bayar cicilan FIF tapi selalu gagal padahal nomor kontark nya sudah benar tolong diperbaiki,",2,2026-03-12 10:03:39
smart choice,5,2026-03-12 09:52:32
"tarik tunai saldo terpotong tapi uang tidak keluar,lapor call center juga susah dihubungin,sudah dihubungin juga gk bisa langsung di urus,harus nunggu lagi,sering banget begini",1,2026-03-12 09:46:18
GOOD,5,2026-03-12 09:45:57
"kalo beli reksadana dan masih dalam proses, uangnya udah kepotong, tapi di portonya ga muncul nominal uangnya, jujur aga kurang nyaman, sebaiknya uangnya muncul nominal biar kita ngerasa uang nya ga ilang, atau kasih penjelasan (dalam proses) di portonya",3,2026-03-12 09:18:30
Wow keren,5,2026-03-12 09:18:09
mudah dan cepat untuk transaksi,5,2026-03-12 09:17:43
Sangat memudahkan,5,2026-03-12 09:08:26
"mengapa saya tidak bisa melihat riwayat transaksi, dan tidak mendapat notifikasi email lagi? ini terjadi setelah saya memperbarui aplikasi, sebelumnya saya selalu mendapatkan notifikasi email apa yang harus saya lakukan?",5,2026-03-12 08:50:49
pokok the best,5,2026-03-12 08:45:45
habis di update malah jadi berat ini aplikasinya... ga bisa dibuka di hp ram 8,4,2026-03-12 08:40:40
pelayanannya jelek,1,2026-03-12 08:30:07
"kurang adanya fitur setor tunai di mobile tunai,",4,2026-03-12 08:25:03
"halo min BNI, saya sudah mendaftar di wondr by BNI dan saya berhasil buka BNI multi currency, dan saya mau dapat kartu fisik nya, boleh mimin tunjukan langkah nya, dan kalau saya pergi ke cabang terdekat apakah saya tidak dipersulit pihak bank BNI.?",2,2026-03-12 08:16:08
oke baik sekali,4,2026-03-12 08:15:51
"aplikasinya mempermudah semua urusan, nggak perlu harus ke bank untuk cek saldo atau transfer sekarang bisa cek saldo dan transfer lewat wondr",5,2026-03-12 08:12:16
notifikasi wonder.. tengah malam g muncul...lambat⁹ Skali,3,2026-03-12 07:59:47
sangat br manfaat,5,2026-03-12 07:35:41
"banyak yg komentar negatif dan mereka sepertinya tidak memdapat respon dr bni, dan admin BNI jawabnya template, itu itu saja... harus diperbaiki itu kekurangan nya",1,2026-03-12 07:34:43
"admin bulanannya terlalu besar buat seorang kuli min,, masa 20.000 perbulan, benar2 gak merakyat",5,2026-03-12 07:26:31
apk nya sangat bagus,5,2026-03-12 07:24:41
"Saya seringkali di kontak oleh call center BNI dan diminta untuk ganti ke wonder, saya masih ragu-ragu melihat ulasan yang diberikan di play store. begitu banyak keluhan dan hal ini sangat merugikan pelanggan. bilamana memang belum siap diluncurkan jangan memaksa pelanggan untuk pindah ke aplikasi wonder. Mohon tanggapannya.",3,2026-03-12 07:20:56
bagus cepat TF nya,5,2026-03-12 07:15:46
